GitCommitMessage,Response
"docs(forms): remove `type` duplicate from `button` in reactive-forms example (#45124)
PR Close #45124",No
"build: update dependency io_bazel_rules_sass to v1.49.8 (#45128)
PR Close #45128",No
"docs: solve the problem with Dynamic Component guide example (#45123)
solve ExpressionChangedAfterItHasBeenChecked error by changing the angular lifecycle hook ngAfterViewInit to ngOnInit
resolves angular#44925
PR Close #45123",Yes
"docs: fix test examples to use withContext (#45100)
PR Close #45100",No
"perf(core): avoid storing LView in __ngContext__ (#45051)
These changes combine #41358 and #41894.
Currently we save a reference to an `LView` on most DOM nodes created by Angular either by saving the `LView` directly in the `__ngContext__` or by saving the `LContext` which has a reference to the `LView`. This can be a problem if the DOM node is retained in memory, because the `LView` has references to all of the child nodes of the view, as well as other internal data structures.
Previously we tried to resolve the issue by clearing the `__ngContext__` when a node is removed (see https://github.com/angular/angular/pull/36011), but we decided not to proceeed, because it can slow down destruction due to a megamorphic write.
These changes aim to address the issue while reducing the performance impact by assigning a unique ID when an `LView` is created and adding it to `__ngContext__`. All active views are tracked in a map where their unique ID is used as the key. We don't need to worry about leaks within that map,  because `LView`s are an internal data structure and we have complete control over when they are  created and destroyed.
Fixes #41047.
PR Close #45051",No
"release: cut the v14.0.0-next.3 release
",No
"docs: release notes for the v13.2.3 release
",No
"build: update scorecard action dependencies to c4e058a (#45036)
PR Close #45036",No
"test(zone.js): add integration test for zone.js Mocha patch (#45047)
Add integration test for `Mocha` patch from `zone.js` to verify the
issue #42384 is fixed
PR Close #45047",No
"fix(zone.js): patch global instead of Mocha object (#45047)
Close #42834
In the new version fo Mocha, all global test functions are from `global`
object instead of `Mocha` object. Adn the current `zone.js` Mocha
patch's logic looks like this.
```
global.describe = Mocha.describe = function() {
return originalMochaDescribe.apply(this, arguments);
}
```
and `originalMochaDescribe` is the unpathced Mocha implementation
looks like this
```
function describe() {
return context.describe(...);
}
```
And the `context` will finally delegate to `global.describe()`,
so the current `zone.js` patch causes infinite loop.
This commit will not patch function of `Mocha` object any longer.
PR Close #45047",Yes.
"build: update all non-major dependencies (#45037)
PR Close #45037",No
"perf(animations): improve algorithm to balance animation namespaces (#45057)
The prior approach would consider all existing namespaces from back to front
to find the one that's the closest ancestor for a given host element. An
expensive `contains` operation was used which needed to traverse all the
way up the document root _for each existing namespace_. This commit implements
an optimization where the closest namespace is found by traversing up from
the host element, avoiding repeated DOM traversal.
Closes #45055
PR Close #45057",No
"build: update .pullapprove.yml (#45061)
Remove errant extra space in fw-compiler glob matcher.
PR Close #45061",No
"build: update angular (#45061)
PR Close #45061",No
"docs: clarify install of build schematics deps (#45104)
PR Close #45104",No
"docs: fix typos (#45103)
correct word 'questionaire' to 'questionnaire' in Building dynamic forms guide
PR Close #45103",Yes
"docs: fix case types guide (#45095)
fix case types guide text for more detailed guidance
PR Close #45095",Yes
"docs: remove duplicate link (#45095)
The link to complete schema, is exactly the same as the one above
PR Close #45095",No
"perf(core): make `IterableDiffers` and `KeyValueDiffers` tree-shakable (#45094)
This commit removed references to the `IterableDiffers` and `KeyValueDiffers` classes from the `ApplicationModule`, which effectively make them tree-shakable. Both classes have `prov` static field with the right setup, so they'll be properly initialized when referenced.
PR Close #45094",No
"docs(localize): fix angular.json syntax error about i18n (#45048)
In chapter internationlization at section ""Deploy multiple locales"" the
syntax for angular.json is wrong.
Close #45032
PR Close #45048",No
"docs: fix grammatical error (#45092)
'an' is replaced with 'a' for the adjective 'straightforward'
resolves angular#45075
PR Close #45092",Yes
"test(animations): Fix e2e intermittent failures (#45083)
This addresses a problem with animations e2e tests that were failing intermittently due to a missing timeout value
PR Close #45083",Yes
"docs: extend the LTS for ngUpgrade with a year (#45078)
PR Close #45078",No
"docs(animations): clarify information about query with `:leave` (#45059)
add information to the query api docs clarifying that elements with
a trigger can be queried via `:leave` when their parent is leaving
this exception is potentially something to be changed (see #45058)
but for the time being the docs can be updated to make the users
aware of such behavior
PR Close #45059",Yes
"docs: change dependencies to devDependencies in document  (#45053)
after installing @angular/localize package, it will be placed in devDependencies object
PR Close #45053",Yes
"feat(core): move ANIMATION_MODULE_TYPE injection token into core (#44970)
Moves the `ANIMATION_MODULE_TYPE` DI token into core so that libraries like Material don't have to introduce a dependency to animations only to figure out whether animations are disabled.
PR Close #44970",No
"fix(common): cleanup URL change listeners when the root view is removed (#44901)
The `Location` creates the `_urlChangeSubscription` when the `onUrlChange` is called for the first time.
The subscription `next` function captures `this` and prevents the `Location` from being garbage collected
when the root view is removed.
PR Close #44901",Yes
"fix(docs-infra): fix broken link in Glossary (#45068)
Fix broken link in Glossary document
PR Close #45068",Yes
